"sex","sex_4_TEXT","relStat","dateAffectionate1","dateAffectionate2","dateAmbition1","dateAmbition2","dateArtistic1","dateArtistic2","dateDisposition1","dateDisposition2","dateFamily1","dateFamily2","dateHealth1","dateHealth2","dateHumor1","dateHumor2","dateIntelligent1","dateIntelligent2","dateKind1","dateKind2","dateParenting1","dateParenting2","datePhysatt1","datePhysatt2","dateReligious1","dateReligious2","dateResources1","dateResources2","dateSexy1","dateSexy2","dateStatus1","dateStatus2","selfAffectionate1","selfAffectionate2","selfAmbition1","selfAmbition2","selfArtistic1","selfArtistic2","selfDisposition1","selfDisposition2","selfFamily1","selfFamily2","selfHealth1","selfHealth2","selfHumor1","selfHumor2","selfIntelligent1","selfIntelligent2","selfKind1","selfKind2","selfParenting1","selfParenting2","selfPhysatt1","selfPhysatt2","selfReligious1","selfReligious2","selfResources1","selfResources2","selfSexy1","selfSexy2","selfStatus1","selfStatus2","idealAffection1","idealAffection2","idealAmbition1","idealAmbition2","idealArtistic1","idealArtistic2","idealDisposition1","idealDisposition2","idealFamily1","idealFamily2","idealHealth1","idealHealth2","idealHumor1","idealHumor2","idealIntelligent1","idealIntelligent2","idealKind1","idealKind2","idealParenting1","idealParenting2","idealPhysatt1","idealPhysatt2","idealReligious1","idealReligious2","idealResources1","idealResources2","idealSexy1","idealSexy2","idealStatus1","idealStatus2","ltAttraction","stAttraction","dateInterest","ltAttractionDate","stAttractionDate","dateInterestDate","contactExchange","prevContactExchange","prevContactExchange_1_TEXT","noExchange.","prevKnown","prevKnown_7_TEXT","similarity2.","similarity1","cardUse","openEndedEval","c","p","quarter","PIN","mPIN","dateAffectionateComp","dateAmbitionComp","dateArtisticComp","dateDispositionComp","dateFamilyComp","dateHealthComp","dateHumorComp","dateIntelligentComp","dateKindComp","dateParentingComp","datePhysattComp","dateReligiousComp","dateResourcesComp","dateSexyComp","dateStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","mateAffectionateComp","mateAmbitionComp","mateArtisticComp","mateDispositionComp","mateFamilyComp","mateHealthComp","mateHumorComp","mateIntelligentComp","mateKindComp","mateParentingComp","matePhysattComp","mateReligiousComp","mateResourcesComp","mateSexyComp","mateStatusComp"
1,"",1,3,3,9,7,6,6,5,6,3,2,5,5,8,8,8,7,7,8,5,5,7,9,5,5,7,8,0,7,5,5,7,6,10,8,4,10,8,6,8,9,7,8,10,10,7,7,9,8,5,9,8,9,2,0,5,7,8,4,5,5,7,6,8,8,5,5,7,6,5,5,4,5,8,9,7,7,8,8,5,7,7,7,5,5,7,7,7,5,5,7,4,5,4,2,4,5,1,1,"Phone number and instagram","","7","Roomates",5,4,2,"The answers for the questions do not have any ""wiggle room"" for lack of a better word. For example one question asked me how their relationship  should be with their parents and an answer was, ""Extremely disconnected from family"" when I do not really care about it.","r","f24594116_f24318038","fall","f24594116","f24318038",3,8,6,5.5,2.5,5,8,7.5,7.5,5,8,5,7.5,3.5,5,6.5,9,7,7,8.5,7.5,10,7,8.5,7,8.5,1,6,6,5,6.5,8,5,6.5,5,4.5,8.5,7,8,6,7,5,7,6,6,7.5,8.5,6,7,3,7,9,8,7.5,7,6,1,8,6,7
1,"",0,5,5,6,6,5,5,6,6,8,8,6,6,6,5,6,6,6,7,5,5,5,6,5,5,6,6,5,5,6,6,5,6,6,6,3,5,5,5,5,7,6,5,7,7,6,6,5,6,6,7,6,6,6,5,6,7,6,6,6,7,6,5,6,6,5,5,5,5,5,5,6,5,6,6,6,6,5,6,6,7,6,6,5,0,6,5,6,6,6,6,4,4,4,4,4,5,1,2,"","","1","",5,5,4,"I thought it went well. Conversation flowed easily, we had a lot of stuff in common that we agreed on. We would use one of the cards to spark an initial discussion and then we would end up on a tangent conversation for a few minutes before moving onto another card. I thought she she seemed sweet and laid-back, which was dope. ","s","f24813827_f24396610","fall","f24813827","f24396610",5,6,5,6,8,6,5.5,6,6.5,5,5.5,5,6,5,6,5.5,6,4,5,6,5.5,7,6,5.5,6.5,6,5.5,6.5,6,6.5,5.5,6,5,5,5,5.5,6,6,5.5,6.5,6,2.5,5.5,6,6,8,9.5,4.5,6,4.5,8,7,8.5,8.5,5,6,0.5,7.5,6,5.5
0,"",0,5,4,5,6,4,4,6,6,4,6,4,4,6,5,7,6,6,6,7,6,5,4,0,0,6,5,4,6,5,5,7,9,8,5,2,6,7,5,5,5,6,6,8,6,7,6,9,9,6,6,5,6,0,0,7,7,5,6,7,7,6,9,7,6,3,4,6,6,5,5,7,6,8,6,8,7,7,8,7,7,5,6,1,0,5,6,6,6,5,5,3,2,4,3,3,2,1,2,"","","1","",3,5,3,"I had a good date he was really nice and a cool person, but we just chatted like friends. We had a really good conversation and learned a lot about eachother. It didnt quite feel like a date more like a friend hangout, but id be interested in getting to know him more. We didnt even have to use the cards much which was nice","s","f24396610_f24813827","fall","f24396610","f24813827",4.5,5.5,4,6,5,4,5.5,6.5,6,6.5,4.5,0,5.5,5,5,8,6.5,4,6,5,6,7,6.5,9,6,5.5,0,7,5.5,7,7.5,6.5,3.5,6,5,6.5,7,7.5,7.5,7,5.5,0.5,5.5,6,5,5.5,6,4,5,6,5.5,7,6,5.5,6.5,6,5.5,6.5,6,6.5
0,"",0,6,5,6,6,5,5,6,6,5,5,6,6,6,7,7,6,6,5,5,5,7,6,5,5,6,6,5,6,5,5,7,7,6,6,4,4,7,7,6,7,6,6,8,6,6,6,6,6,6,7,5,5,0,0,5,6,5,5,6,6,7,7,6,6,5,5,6,6,6,6,6,6,6,6,7,7,7,6,6,7,6,5,1,1,6,6,5,5,6,6,4,3,4,3,2,3,1,2,"","","1","",5,6,1,"It seemed to go pretty well. We had a lot in common and it was interesting to talk about our last blind date which was an easy icebreaker. The location was a little odd, I liked it when I was able to be outside. It seemed to go pretty well and it was easy to talk to him","r","f24847337_f24950500","fall","f24847337","f24950500",5.5,6,5,6,5,6,6.5,6.5,5.5,5,6.5,5,6,5.5,5,7,6,4,7,6.5,6,7,6,6,6.5,5,0,5.5,5,6,7,6,5,6,6,6,6,7,6.5,6.5,5.5,1,6,5,6,7.5,6,4,6.5,9,4.5,6.5,6,5,5,5.5,0,8,4.5,5
1,"",0,7,7,4,8,5,3,7,5,5,7,7,5,6,6,8,7,6,5,6,5,8,5,5,5,4,9,6,3,6,6,4,8,3,3,3,6,6,5,8,10,2,2,6,6,7,5,7,6,6,5,6,5,0,0,8,8,1,9,5,5,4,8,4,5,3,7,6,5,7,6,4,4,7,6,7,5,7,6,5,5,6,5,1,2,6,7,5,6,5,5,5,5,5,3,2,3,1,2,"","","1","",6,5,1,"I thought she was very easy to talk to and it went much better than my prior date. I'm glad she wasn't 22 years old! She seemed to be excited to talk and it was fun to get to know someone new on a deeper level. She's also very cute.","r","f24950500_f24847337","fall","f24950500","f24847337",7,6,4,6,6,6,6,7.5,5.5,5.5,6.5,5,6.5,4.5,6,6,3,4.5,5.5,9,2,6,6,6.5,5.5,5.5,0,8,5,5,6,4.5,5,5.5,6.5,4,6.5,6,6.5,5,5.5,1.5,6.5,5.5,5,7,6,4.5,7,8,6,7,6,6.5,6,5,0,5.5,5,6
1,"",0,5,5,7,7,5,5,7,7,6,6,5,5,5,6,5,5,6,6,8,7,5,5,0,0,5,5,5,5,5,5,3,4,7,6,6,6,7,6,5,5,5,5,6,5,6,5,6,7,3,1,5,5,0,0,5,5,2,3,5,5,5,5,8,7,6,7,7,6,5,6,6,6,5,6,5,5,6,5,5,5,5,5,0,0,6,5,5,5,5,5,1,1,3,1,1,1,0,2,"","","1","",4,3,5,"I thought that the cards were an interesting way to ask thought-inducing questions that could lead to more followup questions being asked to keep the conversation fresh. However, I do feel like they made the conversation feel like a Q&A session at times. I think reducing the number of total question cards to encourage outside questions would help the conversation feel more robust","r","f24595538_f24699172","fall","f24595538","f24699172",5,7,5,7,6,5,5.5,5,6,7.5,5,0,5,5,5,3.5,6.5,6,6.5,5,5,5.5,5.5,6.5,2,5,0,5,2.5,5,5,7.5,6.5,6.5,5.5,6,5.5,5,5.5,5,5,0,5.5,5,5,5.5,5.5,4,5,6.5,6,7.5,5,5.5,7.5,5.5,0,5,5,5
0,"",0,2,3,5,4,6,6,4,4,3,4,5,5,1,3,6,5,4,3,3,2,3,3,4,2,5,5,3,3,3,3,6,5,5,5,3,4,5,5,6,7,5,5,7,7,5,5,5,6,7,6,5,5,0,0,4,4,5,5,6,6,6,5,5,5,5,5,5,5,6,5,5,5,6,7,5,5,6,6,6,6,6,6,0,0,5,5,5,5,5,5,1,1,1,2,2,1,0,2,"","We did not really have anything in common and our personalities are completely different. ","1","",2,2,5,"Conversation felt forced and boring. I kept wondering how much time was left so I could leave. The guy was pretty fixated with the cards and whenever I tried to bring up something else he would have a dry response and then fill out another card. It was awkward. ","r","f24699172_f24595538","fall","f24699172","f24595538",2.5,4.5,6,4,3.5,5,2,5.5,3.5,2.5,3,3,5,3,3,5.5,5,3.5,5,6.5,5,7,5,5.5,6.5,5,0,4,5,6,5.5,5,5,5,5.5,5,6.5,5,6,6,6,0,5,5,5,3,7,6.5,7.5,7,5,5,5,6.5,3,4.5,0,5,2,5
1,"",0,4,3,6,6,6,5,6,6,7,8,8,8,6,5,6,6,5,6,9,7,6,7,5,5,7,7,6,4,5,5,6,6,8,7,3,3,5,6,5,9,9,9,3,4,9,7,3,5,4,7,6,8,9,8,7,8,5,5,5,5,6,5,7,7,5,5,5,6,7,8,10,9,7,5,5,7,5,7,7,9,8,8,8,8,5,5,5,6,5,6,4,4,6,3,3,3,1,2,"","","1","",6,6,4,"The date I feel went relatively smoothly. We were able to have good conversations and discovered some shared interests. I wouldn't say there was a spark but I definitely enjoyed talking to her. I'd be interested in getting to know her more and seeing her again.","r","f2430128_f24225857","fall","f2430128","f24225857",3.5,6,5.5,6,7.5,8,5.5,6,5.5,8,6.5,5,7,5,5,6,7.5,3,5.5,7,9,3.5,8,4,5.5,7,8.5,7.5,5,5,5.5,7,5,5.5,7.5,9.5,6,6,6,8,8,8,5,5.5,5.5,5.5,8,5.5,6,8,8,7,5,6.5,8.5,5.5,6,5.5,5,6
0,"",0,6,4,8,6,4,3,6,6,6,6,8,7,5,7,6,7,5,6,6,6,7,7,6,7,9,8,5,5,6,6,7,6,8,7,7,5,NA,7,7,7,8,8,8,7,6,7,5,8,9,8,7,7,7,6,6,7,5,5,6,7,7,6,8,7,5,5,6,6,7,6,9,9,8,8,7,7,5,7,7,7,7,8,7,7,9,8,6,6,7,8,4,3,3,3,3,3,1,1,"7606890263","","1","",5,5,4,"It was very fun. I liked getting to know him and hearing about his life. I love talking to people so it was a great time. ","r","f24225857_f2430128","fall","f24225857","f2430128",5,7,3.5,6,6,7.5,6,6.5,5.5,6,7,6.5,8.5,5,6,6.5,7.5,6,7,7,8,7.5,6.5,6.5,8.5,7,6.5,6.5,5,6.5,6.5,7.5,5,6,6.5,9,8,7,6,7,7.5,7,8.5,6,7.5,6,7.5,3,5.5,7,9,3.5,8,4,5.5,7,8.5,7.5,5,5
1,"",0,5,5,5,4,5,6,7,7,6,5,6,6,5,6,5,6,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,8,7,6,7,6,6,7,7,6,8,7,6,7,7,6,6,6,5,6,6,5,5,8,7,5,4,6,6,6,6,7,7,7,7,7,7,7,6,7,7,7,7,7,6,6,6,6,7,7,6,6,5,7,7,6,5,6,7,1,1,1,1,1,1,0,2,"","Didn't seem like a good fit","1","",3,5,7,"It was pretty awkward especially at first. We mostly stuck with the cards. She seemed to have much more in depth answers than I did. I mostly gave shallow answers at first, but was more open to talking about my personal life near the end.","s","f24530244_f24771795","fall","f24530244","f24771795",5,4.5,5.5,7,5.5,6,5.5,5.5,5.5,5,5,5,5.5,5,5,5,7.5,6.5,6,7,7,6.5,7,6,5.5,6,5,7.5,4.5,6,6,7,7,7,6.5,7,7,6.5,6,6.5,6.5,5.5,7,5.5,6.5,7.5,2.5,3,8.5,7,5,8,8,4.5,3,6.5,3,9,8,6.5
0,"",0,5,5,9,8,4,5,4,6,8,8,9,8,3,3,6,7,5,6,6,5,9,9,5,5,7,7,5,4,4,5,6,7,3,4,3,3,9,7,6,7,5,6,8,9,7,8,5,5,1,3,7,6,1,2,7,5,9,8,7,6,8,8,6,6,4,5,8,8,6,6,7,6,9,9,7,6,6,6,3,3,7,7,2,1,6,6,8,8,6,6,3,6,3,3,4,3,0,2,"","We just didn't click.
","1","",1,2,4,"He was very nice, we just weren't a match. I did think he was very attractive physically, but he didn't have a cool outfit on which is important to me. He was a CCS compsci major and while he did not exemplify all the stereotypes for that he definitely did some. He talked about career a bit and he didn't really joke a lot. Like I don't think he attempted one single joke in the whole conversation. But he was nice and gave thoughtful answers so it was still an interesting experience, even though our conversation stayed pretty surface level.
","s","f24771795_f24530244","fall","f24771795","f24530244",5,8.5,4.5,5,8,8.5,3,6.5,5.5,5.5,9,5,7,4.5,4.5,6.5,3.5,3,8,6.5,5.5,8.5,7.5,5,2,6.5,1.5,6,8.5,6.5,8,6,4.5,8,6,6.5,9,6.5,6,3,7,1.5,6,8,6,5,7.5,6.5,6,7,7,6.5,7,6,5.5,6,5,7.5,4.5,6
0,"",0,5,5,6,5,7,7,6,6,5,5,5,5,6,6,6,5,6,6,4,5,5,5,4,3,5,5,5,5,6,5,6,6,6,6,5,5,7,7,4,4,5,5,6,5,5,5,5,6,6,6,6,5,5,5,5,5,6,5,5,5,6,6,5,5,5,6,6,6,5,5,5,6,7,6,6,6,5,6,5,5,6,6,5,5,6,6,5,5,6,5,4,3,4,4,3,4,1,2,"","","1","",6,6,2,"We had a very enjoyable time getting to know each other. We have a lot of things in common and we connected through those similarities. We laughed a lot and we both felt comfortable with each other.","r","f24192151_f24683568","fall","f24192151","f24683568",5,5.5,7,6,5,5,6,5.5,6,4.5,5,3.5,5,5,5.5,6,6,5,7,4,5,5.5,5,5.5,6,5.5,5,5,5.5,5,6,5,5.5,6,5,5.5,6.5,6,5.5,5,6,5,6,5,5.5,6.5,6,7,7,6.5,7,6.5,5.5,6,6,5.5,2,5.5,5,6
1,"",0,5,5,6,5,7,6,5,5,4,4,4,4,5,4,4,5,5,5,8,7,5,5,6,6,5,6,5,6,4,5,7,6,6,6,7,7,7,7,5,8,8,6,7,6,5,6,5,7,5,7,5,6,3,1,6,5,5,5,6,6,7,6,6,5,7,6,7,6,6,6,6,6,7,6,7,6,5,6,5,5,7,7,5,5,6,5,5,5,5,6,2,3,3,3,3,1,0,2,"","I am not interested in another date ","1","",2,2,2,"The date went pretty well, we did not have very much romantic chemistry but got along fine. Flirtation was minimal and there were some pauses as we talked. We walked around the lagoon and actually took too long to get back because we stayed out there too long. The conversation was good though. ","r","f24683568_f24192151","fall","f24683568","f24192151",5,5.5,6.5,5,4,4,4.5,4.5,5,7.5,5,6,5.5,5.5,4.5,6.5,6,7,7,6.5,7,6.5,5.5,6,6,5.5,2,5.5,5,6,6.5,5.5,6.5,6.5,6,6,6.5,6.5,5.5,5,7,5,5.5,5,5.5,5.5,6,5,7,3,5,6.5,5,6,7,5.5,5,5,5.5,5
1,"",0,4,5,8,8,4,4,5,5,5,6,6,6,5,3,8,7,5,5,5,5,4,3,3,3,7,8,5,5,6,6,3,8,8,8,3,3,7,8,5,8,6,6,9,9,6,6,4,6,6,7,5,8,3,3,8,8,7,8,7,6,7,8,7,6,7,7,8,8,6,6,8,8,9,7,9,8,6,7,7,8,9,8,4,4,6,6,8,8,7,7,2,2,1,2,2,2,1,2,"","","1","",3,5,6,"It was nice although more formal than my first one. Immediately she wanted to start by using the cards which put me off guard and made the conversation more forced and technical of ""you  answer, I answer, repeat."" Over time we were able to loosen up more and I introduced new questions not from the card. Overall she didn't seem as interested in the date or me as the first girl, though the vibes improved over time. I would be open to hanging out with her again in a platonic way as I think she's smart and solid to talk to/learn from.","r","f24158421_f24189848","fall","f24158421","f24189848",4.5,8,4,5,5.5,6,4,7.5,5,5,3.5,3,7.5,5,6,5.5,8,3,7.5,6.5,6,9,6,5,6.5,6.5,3,8,7.5,6.5,7.5,6.5,7,8,6,8,8,8.5,6.5,7.5,8.5,4,6,8,7,6.5,8.5,4.5,6,6.5,6,6.5,8,5.5,7.5,6,4,7.5,7,7.5
0,"",0,6,6,6,5,5,6,8,8,8,8,6,6,7,8,8,8,6,6,7,8,8,7,4,5,7,7,7,8,7,7,8,8,8,9,6,7,6,5,5,8,6,7,7,7,8,7,7,6,7,5,7,6,6,4,9,8,5,8,8,7,7,6,7,8,5,7,7,6,6,6,6,6,6,9,8,8,8,6,6,7,7,7,5,5,7,7,6,5,7,7,6,5,5,4,4,4,1,2,"","","1","",6,6,3,"I think that we had a lot in common, we have similar interests and outlooks on a lot of things. We talked about things other than the cards for the bulk of the conversation and I think we shared a similar sense of humor. I would consider pursuing another date with this person. He seems cool and someone that I would be friends with if anything else. 

","r","f24189848_f24158421","fall","f24189848","f24158421",6,5.5,5.5,8,8,6,7.5,8,6,7.5,7.5,4.5,7,7.5,7,8,8.5,6.5,5.5,6.5,6.5,7,7.5,6.5,6,6.5,5,8.5,6.5,7.5,6.5,7.5,6,6.5,6,6,7.5,8,7,6.5,7,5,7,5.5,7,5,7.5,3,7.5,5.5,7,8.5,6,5.5,6,7,4,8,7,6
1,"",0,6,6,6,6,5,6,7,7,7,7,7,7,6,6,6,7,6,6,5,6,6,6,4,3,6,5,6,5,6,6,5,5,5,5,6,7,7,7,10,9,6,6,10,10,7,7,6,6,6,6,6,6,0,0,6,6,6,6,6,6,7,5,6,6,6,7,6,7,7,6,7,7,9,9,7,7,6,7,6,6,7,6,2,2,6,6,6,6,6,6,3,3,4,3,3,4,1,2,"","","1","",5,5,4,"The cards were a good jumping off point for other topics we were more interested in. We found a good spot to talk near the hub. It felt great when we were both passionate about the same things, such as Hamilton. Overall it was a pleasant date.","s","f24519779_f24554874","fall","f24519779","f24554874",6,6,5.5,7,7,7,6,6.5,6,5.5,6,3.5,5.5,5.5,6,5,5,6.5,7,9.5,6,10,7,6,6,6,0,6,6,6,6,6,6.5,6.5,6.5,7,9,7,6.5,6,6.5,2,6,6,6,9,9,8.5,9,8.5,7.5,9.5,7,9,6.5,9,5,8.5,8.5,8.5
0,"",0,7,7,7,6,5,5,8,8,8,5,7,7,7,5,9,7,7,7,8,8,5,5,4,4,5,5,6,5,8,7,9,9,9,9,9,8,9,9,8,9,8,7,9,10,7,7,9,9,5,8,9,9,5,5,8,9,9,8,9,8,10,9,9,10,8,9,10,10,10,10,9,10,9,10,10,9,10,10,10,10,10,10,8,8,10,10,10,8,10,8,2,1,2,4,3,2,0,2,"","My date partner was cool I just don't see us talking outside of this context. ","1","",2,5,4,"The date was nice and wasn't too rigid (very casual). We did use the cards at first to talk about different things and then ventured off to talk about new topics. He was really sweet and I wish him the best. Would definitely do another blind date after this one. ","s","f24554874_f24519779","fall","f24554874","f24519779",7,6.5,5,8,6.5,7,6,8,7,8,5,4,5,5.5,7.5,9,9,8.5,9,8.5,7.5,9.5,7,9,6.5,9,5,8.5,8.5,8.5,9.5,9.5,8.5,10,10,9.5,9.5,9.5,10,10,10,8,10,9,9,5.5,6,7.5,7,9,6,10,7,6,6.5,6.5,1,7,6,6
0,"",0,8,7,9,9,7,8,8,8,7,9,8,8,8,8,8,9,6,8,8,7,7,7,7,4,8,9,8,8,9,9,9,10,10,10,10,8,8,9,5,3,7,5,8,8,7,5,7,9,10,9,6,6,4,0,7,8,8,8,6,8,9,9,10,9,6,8,9,10,9,7,8,8,8,7,8,7,7,9,10,10,6,6,3,4,9,9,7,7,8,9,4,4,5,5,4,4,1,2,"","","1","",4,5,4,"I was pretty easy-going, we had a few things in common. Our drive/passion for what we want to do in life was strong and I liked that.","r","f24995036_f24810103","fall","f24995036","f24810103",7.5,9,7.5,8,8,8,8,8.5,7,7.5,7,5.5,8.5,8,9,9.5,10,9,8.5,4,6,8,6,8,9.5,6,2,7.5,8,7,9,9.5,7,9.5,8,8,7.5,7.5,8,10,6,3.5,9,7,8.5,7.5,6,4.5,4,6.5,4.5,7.5,5,6,6,5,5,4.5,6,5
1,"",0,6,6,7,8,5,6,8,7,8,8,6,7,7,6,6,5,5,7,8,8,7,8,6,6,5,8,5,5,7,6,7,8,6,6,4,5,4,4,6,7,5,4,7,8,5,5,6,6,7,5,5,5,6,4,4,5,6,6,5,5,7,7,6,6,7,6,6,7,6,7,6,6,8,6,7,6,7,6,7,7,6,5,6,6,5,5,5,7,5,6,3,4,4,2,3,3,1,2,"","","1","",6,5,4,"I think because of where we are in life, we had a hard time finding things in common. I'm 23 and she's 28, I don't feel as though I can provide or relate to her as much as I could if we were the sane age. She was very easy to talk to and she made an effort to get to know me and keep the conversation going. She was a great person to get to know. ","r","f24810103_f24995036","fall","f24810103","f24995036",6,7.5,5.5,7.5,8,6.5,6.5,5.5,6,8,7.5,6,6.5,5,6.5,7.5,6,4.5,4,6.5,4.5,7.5,5,6,6,5,5,4.5,6,5,7,6,6.5,6.5,6.5,6,7,6.5,6.5,7,5.5,6,5,6,5.5,9.5,10,9,8.5,4,6,8,6,8,9.5,6,2,7.5,8,7
0,"",0,6,5,6,6,4,6,7,7,7,9,7,7,8,7,5,6,7,8,9,8,7,7,5,5,6,5,7,5,6,6,8,9,7,7,7,7,6,6,5,8,6,7,7,6,6,6,8,6,9,7,5,5,3,3,6,7,5,5,6,6,8,8,7,8,6,6,6,7,8,7,6,6,7,8,7,7,7,7,8,7,5,6,5,5,6,7,5,5,6,6,3,3,5,2,2,3,1,2,"","","1","",5,6,2,"It was easy to talk to him and I found that the conversations flowed easily. We only used the cards three times and then each time a different conversation came out of the question. We had similar interests and found it easy to talk to one another. We laughed a lot and had fun while talking.","r","f24990711_f24562668","fall","f24990711","f24562668",5.5,6,5,7,8,7,7.5,5.5,7.5,8.5,7,5,5.5,6,6,8.5,7,7,6,6.5,6.5,6.5,6,7,8,5,3,6.5,5,6,8,7.5,6,6.5,7.5,6,7.5,7,7,7.5,5.5,5,6.5,5,6,6.5,9,1,6,8,8.5,5.5,8,7.5,7.5,7,5.5,9,5.5,5
1,"",0,5,5,8,8,5,6,6,5,7,6,8,8,7,5,7,5,8,7,7,7,5,8,4,4,5,5,5,4,5,5,8,5,9,9,1,1,6,6,8,8,9,8,4,7,9,7,9,6,8,7,7,7,6,5,9,9,5,6,5,5,7,7,7,7,5,6,5,6,7,5,8,7,7,8,5,5,8,6,7,7,7,7,5,5,7,5,6,5,7,5,4,3,2,4,4,4,0,2,"","I did not feel the romantic or sexual connection.","1","",3,3,4,"I thought the date went well. The conversation flowed and both of us participated well and fairly equally. I thought it was fun to meet a new person but I was not attracted to my date. I think the nature of the date made it worse.","r","f24562668_f24990711","fall","f24562668","f24990711",5,8,5.5,5.5,6.5,8,6,6,7.5,7,6.5,4,5,4.5,5,6.5,9,1,6,8,8.5,5.5,8,7.5,7.5,7,5.5,9,5.5,5,7,7,5.5,5.5,6,7.5,7.5,5,7,7,7,5,6,5.5,6,7.5,6.5,6,6,7,7,7,5.5,8,7,5,3.5,6.5,5.5,6
1,"",0,6,5,5,5,5,5,6,6,5,5,6,7,7,6,7,5,5,7,4,3,6,6,0,0,5,5,5,5,5,5,7,7,8,9,5,5,7,7,5,7,9,8,9,7,6,7,7,6,6,5,7,7,1,2,5,9,7,6,8,7,6,5,8,8,5,5,7,6,5,5,7,7,6,7,6,6,6,8,5,5,7,6,5,2,5,5,5,6,5,6,5,5,6,5,4,4,1,2,"","","1","",6,5,2,"I'm surprised to have actually matched with an international student. She was nervous but it was fine because I came up with topics to talk about. The things we talked about were half and half about what you were looking for in your soulmate / personality and things like school. I enjoyed this experience.","r","f2499921_f24101704","fall","f2499921","f24101704",5.5,5,5,6,5,6.5,6.5,6,6,3.5,6,0,5,5,5,7,8.5,5,7,6,8.5,8,6.5,6.5,5.5,7,1.5,7,6.5,7.5,5.5,8,5,6.5,5,7,6.5,6,7,5,6.5,3.5,5,5.5,5.5,4.5,5,6,4,9,5,8,5.5,6,2.5,5,0,4.5,4,5
0,"",0,5,5,6,5,4,5,5,5,5,5,6,6,6,4,6,6,5,5,5,5,5,5,0,0,6,6,5,5,6,5,4,5,6,4,6,6,4,4,9,9,6,4,9,7,6,5,6,6,3,2,5,5,0,0,5,4,3,5,5,5,6,5,6,6,7,7,9,9,8,8,10,8,9,8,6,6,6,6,3,3,6,7,3,3,7,8,6,6,6,6,3,3,3,3,3,3,1,2,"","","1","",6,2,2,"Both of us are not very outgoing so that the date started not that successfully. Gradually, we started to talk more as we discussed how we knew this study and attended. After that we talked about some red flags we have in a relationship as well as topics related to courses, research and works/internships. Some activities we attend during leisure time were discussed as well. I feel like we do not have much in common. And I think it may be better for people who do not share similar personalities to date with each other since the similarity in personalities we have makes the conversation hard to proceed. Actually we all felt really awkward at the beginning of the date.","r","f24101704_f2499921","fall","f24101704","f2499921",5,5.5,4.5,5,5,6,5,6,5,5,5,0,6,5,5.5,4.5,5,6,4,9,5,8,5.5,6,2.5,5,0,4.5,4,5,5.5,6,7,9,8,9,8.5,6,6,3,6.5,3,7.5,6,6,7,9,5.5,7.5,5.5,8.5,8.5,7,7.5,5,6.5,3,7.5,6.5,7
0,"",0,3,5,6,5,3,3,5,5,5,5,4,4,6,3,8,8,7,6,5,5,4,2,5,5,6,7,3,3,6,5,10,9,8,9,9,10,10,9,7,8,8,8,10,10,8,8,9,8,8,8,10,10,3,4,7,8,8,10,9,8,9,10,8,9,7,8,8,7,7,8,8,8,9,10,9,8,8,8,8,7,10,10,3,3,9,8,10,10,9,7,1,1,1,3,2,4,0,2,"","Just didn't click in that format
","1","",3,3,1,"They're a nice person, gaining credits for their degree. We didn't really connect on much. Just talked about our majors, barely made eye contact. I wasn't satisfied on this date at all. 
","s","f24687888_f24173430","fall","f24687888","f24173430",4,5.5,3,5,5,4,4.5,8,6.5,5,3,5,6.5,3,5.5,9.5,8.5,9.5,9.5,7.5,8,10,8,8.5,8,10,3.5,7.5,9,8.5,9.5,8.5,7.5,7.5,7.5,8,9.5,8.5,8,7.5,10,3,8.5,10,8,6,6,5,7.5,8,5.5,6.5,7.5,5.5,5.5,6,0,6.5,6.5,6
1,"",0,6,5,7,8,8,8,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6,7,5,5,4,7,5,5,6,6,5,6,4,5,5,5,7,7,8,8,5,5,7,6,7,7,5,6,5,5,6,6,0,0,5,7,6,6,7,7,6,7,6,6,5,5,8,7,8,8,6,6,7,7,8,7,7,6,5,10,10,10,0,0,6,6,10,7,6,6,4,5,5,4,3,3,1,2,"","","1","",3,2,1,"We went on a walk around the lagoon and talked to each other. It was quite a nice date, although I think I liked the first one more. (I liked her, but we didn't seem to have much in common). It was pretty good overall though.","s","f24173430_f24687888","fall","f24173430","f24687888",5.5,7.5,8,6,6.5,6,6,6,6,5.5,6.5,5,5.5,5,6,5.5,4.5,5,7,8,5,6.5,7,5.5,5,6,0,6,6,7,6.5,6,5,7.5,8,6,7,7.5,6.5,7.5,10,0,6,8.5,6,9,9,8.5,8,6.5,8,9,9.5,8.5,9.5,10,3.5,6.5,9,8
